Time [s],Intensity [W/sr],Altitude [km],Latitude [deg],Longitude [deg]
-0.969,-732000000.0,53.042160184791214,49.330849121797165,-174.48144774587712
-0.965,785000000.0,53.021133031056934,49.331020184409915,-174.48270765177583
-0.962,3530000000.0,53.00536266575622,49.331148472382495,-174.48365258694588
-0.959,1430000000.0,52.989592300455506,49.33127675265188,-174.48459752704076
-0.955,2390000000.0,52.96856514672122,49.331447781028174,-174.48585745482774
-0.952,6230000000.0,52.9527947814205,49.33157604332314,-174.486802406413
-0.948,941000000.0,52.93176762768622,49.331747047733245,-174.4880623495196
-0.945,467000000.0,52.91599726238551,49.33187529205337,-174.4890073125939
-0.942,1900000000.0,52.90022689708479,49.33200352866986,-174.48995228059167
-0.935,-795000000.0,52.863429378049794,49.332302717482705,-174.49215722506514
-0.928,-6020000000.0,52.8266318590148,49.33260186435221,-174.49436219633964
-0.921,2690000000.0,52.7898343399798,49.332900969277446,-174.49656719441197
-0.918,-3120000000.0,52.77406397467908,49.33302914426221,-174.49751220178845
-0.915,-2670000000.0,52.75829360937836,49.33315731154267,-174.4984572140862
-0.911,2310000000.0,52.73726645564409,49.33332818926539,-174.49971723813798
-0.908,3300000000.0,52.721496090343365,49.33345633856885,-174.5006622619176
-0.904,1190000000.0,52.700468936609084,49.33362719232195,-174.50192230127766
-0.901,1520000000.0,52.684698571308374,49.33375532364802,-174.50286733653786
-0.898,4880000000.0,52.66892820600765,49.33388344726935,-174.50381237671783
-0.894,1130000000.0,52.647901052273376,49.33405426677921,-174.5050724379438
-0.891,-1090000000.0,52.63213068697265,49.33418237242257,-174.5060174896024
-0.888,80600000.0,52.61636032167194,49.33431047036095,-174.50696254618003
-0.884,3470000000.0,52.59533316793766,49.33448125562647,-174.50822262926818
-0.881,1590000000.0,52.57956280263694,49.33460933558627,-174.50916769732245
-0.877,4040000000.0,52.55853564890266,49.33478009688011,-174.510427795712
-0.874,3300000000.0,52.54276528360194,49.33490815886093,-174.51137287524162
-0.871,-2380000000.0,52.52699491830123,49.33503621313636,-174.51231795968886
-0.867,131000000.0,52.50596776456695,49.335206940183944,-174.51357807993432
-0.864,75300000.0,52.49019739926623,49.335334976479814,-174.51452317585495
-0.861,3580000000.0,52.47442703396552,49.33546300507002,-174.51546827669236
-0.851,2080000000.0,52.4218591496298,49.3358897113845,-174.51861864832384
-0.847,-353000000.0,52.400831995895516,49.33606036993632,-174.51987881227018
-0.844,3700000000.0,52.385061630594805,49.33618835485974,-174.52082394096453
-0.84,2430000000.0,52.36403447686052,49.33635898943698,-174.52208412020272
-0.837,3790000000.0,52.34826411155981,49.33648695637928,-174.5230292603653
-0.834,3070000000.0,52.33249374625909,49.336614915615264,-174.5239744054424
-0.83,266000000.0,52.3114665925248,49.336785515942154,-174.52523460652293
-0.827,-773000000.0,52.29569622722409,49.33691345719642,-174.5261797630663
-0.824,916000000.0,52.27992586192338,49.3370413907441,-174.52712492452338
-0.82,6030000000.0,52.25889870818909,49.337211956819544,-174.52838514744258
-0.817,6850000000.0,52.24312834288838,49.33733987238493,-174.529330320364
-0.813,3670000000.0,52.222101189154095,49.33751041448371,-174.5305905585681
-0.81,2410000000.0,52.20633082385338,49.33763831206639,-174.5315357429525
-0.807,2820000000.0,52.19056045855267,49.337766201942074,-174.5324809322492
-0.803,-267000000.0,52.16953330481838,49.33793670978751,-174.53374119228573
-0.8,4590000000.0,52.15376293951767,49.3380645816799,-174.53468639304347
-0.796,5220000000.0,52.13273578578338,49.33823506554735,-174.5359466683605
-0.793,2250000000.0,52.116965420482664,49.33836291945605,-174.53689188057794
-0.79,1580000000.0,52.101195055181954,49.338490765657305,-174.5378370977063
-0.786,1260000000.0,52.080167901447666,49.33866121526955,-174.53909739484948
-0.783,6650000000.0,52.064397536146956,49.33878904348654,-174.5400426234356
-0.78,6460000000.0,52.048627170846245,49.338916863995856,-174.54098785693176
-0.776,3400000000.0,52.02760001711196,49.339087279351766,-174.54224817589747
-0.773,7260000000.0,52.01182965181124,49.339215081876226,-174.5431934208495
-0.766,-1950000000.0,51.97503213277624,49.33951325779124,-174.54539901149522
-0.763,2270000000.0,51.95926176747553,49.33964103462233,-174.5463442728104
-0.759,-224000000.0,51.938234613741244,49.339811391739936,-174.54760462886583
-0.756,-669000000.0,51.922464248440534,49.33993915058519,-174.54854990163352
-0.753,976000000.0,51.906693883139816,49.340066901722075,-174.54949517930908
-0.749,3510000000.0,51.88566672940553,49.34023722458037,-174.5507555571771
-0.746,3750000000.0,51.86989636410482,49.340364957730834,-174.55170084630325
-0.743,2730000000.0,51.85412599880411,49.3404926831727,-174.55264614033638
-0.739,-481000000.0,51.83309884506982,49.34066297177058,-174.5539065400133
-0.736,1400000000.0,51.81732847976911,49.34079067922543,-174.55485184549514
-0.732,7670000000.0,51.79630132603482,49.34096094384035,-174.556112260436
-0.729,3210000000.0,51.780530960734104,49.34108863330776,-174.55705757736519
-0.726,3610000000.0,51.764760595433394,49.34121631506618,-174.55800289919998
-0.719,3680000000.0,51.727963076398396,49.34151420918919,-174.56020866922364
-0.716,1080000000.0,51.712192711097686,49.34164186525033,-174.56115400740856
-0.712,-568000000.0,51.69116555736339,49.341812061339525,-174.56241446595098
-0.709,2990000000.0,51.67539519206268,49.34193969941209,-174.5633598155794
-0.705,-1120000000.0,51.65436803832839,49.342109871516236,-174.5646202893789
-0.699,-1930000000.0,51.62282730772697,49.34236510397366,-174.56651101642325
-0.695,2090000000.0,51.601800153992684,49.34253524181252,-174.56777151201538
-0.692,2130000000.0,51.58602978869197,49.34266283619681,-174.56871688942942
-0.688,3350000000.0,51.56500263495768,49.342832950049285,-174.56997740027424
-0.685,1700000000.0,51.54923226965697,49.342960526443605,-174.5709227891271
-0.682,-925000000.0,51.53346190435626,49.34308809512781,-174.5718681828819
-0.678,4270000000.0,51.51243475062197,49.34325817471312,-174.57312871551315
-0.672,-1430000000.0,51.48089402002054,49.34351326839005,-174.57501953079765
-0.668,8910000.0,51.459866866286255,49.34368331370706,-174.57628008521158
-0.665,2300000000.0,51.444096500985545,49.343810838699206,-174.57722550673932
-0.661,-2110000000.0,51.42306934725126,49.343980860027756,-174.57848607639895
-0.658,-1850000000.0,51.40729898195055,49.34410836702834,-174.57943150936032
-0.655,-1050000000.0,51.39152861664983,49.344235866318144,-174.5803769472214
-0.651,-3340000000.0,51.37050146291555,49.34440585337653,-174.58163753865745
-0.648,-3140000000.0,51.35473109761483,49.34453333467421,-174.5825829879502
-0.645,-1010000000.0,51.33896073231412,49.34466080826085,-174.58352844214178
-0.641,-122000000.0,51.31793357857983,49.344830761047966,-174.58478905535063
-0.635,-2520000000.0,51.286392847978405,49.34508566452454,-174.58667999149134
-0.631,1960000000.0,51.26536569424412,49.345255583039275,-174.58794062646925
-0.628,2000000000.0,51.24959532894341,49.345383012928615,-174.5888861084164
-0.624,166000000.0,51.22856817520912,49.34555290745204,-174.59014675863048
-0.621,-2940000000.0,51.21279780990841,49.34568031934769,-174.59109225200407
-0.618,-682000000.0,51.19702744460769,49.34580772353163,-174.59203775027433
-0.614,-4860000000.0,51.17600029087341,49.345977583780794,-174.59329842225117
-0.611,-24300000.0,51.16022992557269,49.34610496997046,-174.59424393194593
-0.608,2210000000.0,51.144459560271976,49.34623234844818,-174.59518944653647
-0.601,-2160000000.0,51.10766204123698,49.346529534904825,-174.59739566628554
-0.597,1800000000.0,51.0866348875027,49.34669933688519,-174.59865637525067
-0.594,3560000000.0,51.07086452220199,49.34682667937278,-174.59960191268502
-0.591,2510000000.0,51.05509415690126,49.346954014148,-174.6005474550137
-0.587,7850000000.0,51.03406700316698,49.34712378185113,-174.6018081857317
-0.584,5230000000.0,51.01829663786627,49.34725109863051,-174.60275373947965
-0.577,-1440000000.0,50.98149911883127,49.34754814112202,-174.60496005058835
-0.574,-2470000000.0,50.96572875353055,49.347675432192354,-174.6059056206472
-0.57,-1000000000.0,50.944701599796275,49.34784514162162,-174.60716638833657
-0.567,3690000000.0,50.92893123449556,49.34797241469511,-174.6081119698114
-0.564,2440000000.0,50.91316086919484,49.348099680055554,-174.60905755617839
-0.557,6830000000.0,50.87636335015984,49.34839660256762,-174.61126394339163
-0.553,4980000000.0,50.85533619642556,49.348566253719845,-174.6125247480417
-0.55,7820000000.0,50.839565831124844,49.348693483085064,-174.61347035723537
-0.547,3210000000.0,50.823795465824126,49.348820704736795,-174.61441597131983
-0.54,-558000000.0,50.78699794678913,49.34911752526028,-174.61662242320165
-0.537,-537000000.0,50.77122758148842,49.349244721199895,-174.61756805358675
-0.533,2830000000.0,50.75020042775414,49.3494143037868,-174.61882890170628
-0.53,397000000.0,50.73443006245341,49.34954148172745,-174.61977454350017
-0.527,-252000000.0,50.7186596971527,49.349668651954126,-174.62072019018316
-0.523,3830000000.0,50.697632543418415,49.34983820025672,-174.6219810600319
-0.52,5210000000.0,50.681862178117704,49.34996535248385,-174.62292671812176
-0.516,619000000.0,50.660835024383424,49.35013487678677,-174.62418760317877
-0.513,3030000000.0,50.645064659082706,49.35026201101393,-174.62513327267408
-0.51,4260000000.0,50.62929429378199,49.35038913752671,-174.6260789470571
-0.506,-203000000.0,50.60826714004771,49.35055862754343,-174.62733985383704
-0.503,10300000000.0,50.59249677474699,49.35068573605567,-174.62828553962362
-0.5,14100000000.0,50.57672640944628,49.35081283685326,-174.629231230297
-0.496,4500000000.0,50.55569925571199,49.350982292582685,-174.6304921587962
-0.493,-1490000000.0,50.539928890411275,49.35110937537916,-174.63143786087122
-0.486,4820000000.0,50.50313137137628,49.35140587190177,-174.63364451804694
-0.483,2060000000.0,50.48736100607557,49.35153292898165,-174.63459023640763
-0.479,1940000000.0,50.46633385234128,49.351702326420146,-174.63585120182103
-0.476,4130000000.0,50.45056348704057,49.35182936549793,-174.63679693158008
-0.469,-397000000.0,50.41376596800556,49.352125760008626,-174.63900365334635
-0.466,-106000000.0,50.39799560270485,49.352252773368406,-174.63994939938638
-0.462,5580000000.0,50.376968448970565,49.35242211251278,-174.6412104017033
-0.456,1820000000.0,50.345427718369145,49.352676095510446,-174.64310192145655
-0.452,2520000000.0,50.32440056463485,49.35284540036267,-174.64436294547644
-0.449,754000000.0,50.30863019933414,49.352972369999954,-174.64530871918777
-0.445,4750000000.0,50.28760304559985,49.35314165084703,-174.64656975839753
-0.442,3690000000.0,50.27183268029914,49.35326860248025,-174.64751554350056
-0.439,3290000000.0,50.25606231499843,49.35339554639731,-174.64846133348536
-0.435,3320000000.0,50.23503516126414,49.35356479295036,-174.64972239439183
-0.432,2140000000.0,50.219264795963426,49.35369171886278,-174.6506681957664
-0.429,6160000000.0,50.203494430662715,49.353818637058794,-174.65161400202192
-0.425,6130000000.0,50.18246727692843,49.35398784931672,-174.65287508462134
-0.422,2400000000.0,50.16669691162772,49.35411474950749,-174.6538209022647
-0.415,1040000000.0,50.12989939259272,49.354410819943304,-174.6560278290769
-0.412,5640000000.0,50.114129027292,49.35453769441163,-174.65697366298625
-0.408,4500000000.0,50.093101873557714,49.35470684836531,-174.65823478245528
-0.405,6180000000.0,50.077331508257004,49.35483370482741,-174.65918062774915
-0.402,8990000000.0,50.06156114295629,49.354960553572454,-174.66012647792172
-0.398,8150000000.0,50.040533989222006,49.35512967322803,-174.66138761907374
-0.395,5300000000.0,50.02476362392129,49.35525650396627,-174.6623334806289
-0.392,338000000.0,50.00899325862058,49.35538332698719,-174.66327934706192
-0.388,4830000000.0,49.98796610488629,49.35555241234356,-174.66454050989327
-0.385,3880000000.0,49.97219573958558,49.35567921735711,-174.66548638770692
-0.381,6840000000.0,49.95116858585129,49.355848278703384,-174.66674756571155
-0.378,4330000000.0,49.93539822055058,49.35597506570917,-174.6676934549045
-0.375,145000000.0,49.91962785524987,49.35610184499719,-174.6686393489739
-0.371,-2120000000.0,49.898600701515576,49.356270872042394,-174.66990054865155
-0.368,-122000000.0,49.882830336214866,49.35639763332208,-174.67084645409832
-0.364,4970000000.0,49.86180318248058,49.35656663635588,-174.67210766894485
-0.361,4020000000.0,49.84603281717987,49.35669337962679,-174.6730535857676
-0.358,208000000.0,49.83026245187916,49.35682011517955,-174.67399950746534
-0.354,1250000000.0,49.80923529814486,49.3569890839104,-174.67526074397858
-0.351,-710000000.0,49.79346493284415,49.35711580145382,-174.6762066770504
-0.348,-1490000000.0,49.77769456754344,49.35724251127883,-174.6771526149964
-0.344,2970000000.0,49.756667413809154,49.357411445705615,-174.67841387317264
-0.341,29900000.0,49.740897048508444,49.35753813752071,-174.67935982249074
-0.337,-650000000.0,49.719869894774156,49.35770704793403,-174.6806210958289
-0.334,5150000000.0,49.704099529473446,49.35783372173881,-174.68156705651774
-0.331,2580000000.0,49.68832916417273,49.35796038782474,-174.68251302207932
-0.327,2160000000.0,49.66730201043844,49.35812926393212,-174.6837743170742
-0.324,2290000000.0,49.65153164513773,49.35825591200717,-174.68472029400462
-0.321,2730000000.0,49.63576127983702,49.358382552363146,-174.68566627580694
-0.317,843000000.0,49.61473412610273,49.35855139416351,-174.6869275924548
-0.314,3940000000.0,49.598963760802015,49.35867801650801,-174.687873585624
-0.311,1980000000.0,49.583193395501304,49.35880463113316,-174.68881958366427
-0.307,4970000000.0,49.56216624176702,49.35897343862541,-174.69008092196145
-0.304,5220000000.0,49.546395876466306,49.35910003523853,-174.69102693136662
-0.3,3370000000.0,49.52536872273202,49.35926881871445,-174.6922882848161
-0.297,4310000000.0,49.50959835743131,49.35939539731511,-174.69323430558487
-0.294,-15600000.0,49.4938279921306,49.35952196819601,-174.69418033122327
-0.29,2970000000.0,49.4728008383963,49.35969071736193,-174.69544170631573
-0.287,1660000000.0,49.45703047309559,49.359817270229804,-174.69638774331577
-0.284,2760000000.0,49.441260107794875,49.35994381537768,-174.6973337851846
-0.28,1290000000.0,49.420232954060594,49.36011253023251,-174.6985951819164
-0.277,3150000000.0,49.404462588759884,49.360239057366776,-174.69954123514492
-0.273,614000000.0,49.383435435025596,49.36040774820319,-174.70080264702202
-0.27,290000000.0,49.36766506972488,49.36053425732346,-174.70174871160881
-0.267,3030000000.0,49.35189470442417,49.360660758723284,-174.70269478106306
-0.263,2210000000.0,49.33086755068988,49.36082941524674,-174.70395621457314
-0.26,-2980000000.0,49.31509718538917,49.360955898631985,-174.7049022953837
-0.253,1490000000.0,49.27829966635417,49.36125099650595,-174.70710983620023
-0.25,-1350000000.0,49.262529301053455,49.361377454155374,-174.7080559332318
-0.246,56100000.0,49.24150214731917,49.36154605234426,-174.7093174035095
-0.243,-215000000.0,49.22573178201846,49.3616724919781,-174.71026351189408
-0.24,4020000000.0,49.20996141671774,49.36179892389086,-174.71120962514388
-0.233,710000000.0,49.17316389768274,49.36209390166044,-174.71341724164537
-0.229,1850000000.0,49.152136743948454,49.3622624415116,-174.7146787486799
-0.226,2500000000.0,49.13636637864774,49.36238883739165,-174.71562488463053
-0.223,2830000000.0,49.120596013347026,49.3625152255502,-174.71657102544484
-0.219,6340000000.0,49.099568859612745,49.362683731083564,-174.71783255409605
-0.216,6950000000.0,49.083798494312035,49.36281010122499,-174.7187787062582
-0.213,5120000000.0,49.06802812901131,49.362936463644644,-174.71972486328326
-0.209,4520000000.0,49.04700097527703,49.363104934859116,-174.7209864135474
-0.206,126000000.0,49.03123060997631,49.363231279261086,-174.72193258191828
-0.203,2860000000.0,49.0154602446756,49.363357615941034,-174.72287875515124
-0.199,3170000000.0,48.99443309094132,49.36352605283552,-174.72414032702466
-0.196,-2020000000.0,48.9786627256406,49.36365237149719,-174.72508651160152
-0.189,2660000000.0,48.941865206605605,49.36394708501002,-174.72729429451857
-0.186,1030000000.0,48.92609484130489,49.36407337793059,-174.7282404952986
-0.182,1600000000.0,48.90506768757061,49.364241756478556,-174.72950210389925
-0.179,934000000.0,48.88929732226989,49.364368031379854,-174.73044831601985
-0.176,-542000000.0,48.87352695696917,49.3644942985585,-174.73139453300027
-0.172,1500000000.0,48.85249980323489,49.36466264278352,-174.73265616320015
-0.169,5440000000.0,48.836729437934174,49.36478889194232,-174.73360239151918
-0.165,1200000000.0,48.815702284199894,49.36495721214061,-174.7348640368363
-0.162,2320000000.0,48.799931918899176,49.36508344327916,-174.73581027649263
-0.159,5500000000.0,48.784161553598466,49.36520966669463,-174.73675652100735
-0.155,2780000000.0,48.763134399864185,49.3653779525681,-174.7380181879174
-0.148,264000000.0,48.72633688082918,49.365672419808185,-174.7402261257903
-0.145,1110000000.0,48.71056651552846,49.36579860718162,-174.74117239297428
-0.142,4650000000.0,48.69479615022775,49.365924786831535,-174.74211866501523
-0.138,2490000000.0,48.67376899649347,49.366093014350284,-174.7433803686247
-0.135,3280000000.0,48.657998631192754,49.36621917597841,-174.74432665199765
-0.132,1620000000.0,48.64222826589204,49.366345329882776,-174.74527294022676
-0.128,-1210000000.0,48.62120111215775,49.36651352307375,-174.74653466541915
-0.111,7720000000.0,48.53183570878704,49.36722819094207,-174.75189709378162
-0.108,7300000000.0,48.516065343486325,49.36735428305376,-174.7528434208509
-0.105,7840000000.0,48.500294978185615,49.367480367441026,-174.75378975277405
-0.098,1150000000.0,48.46349745915062,49.367774534304836,-174.75599787946965
-0.095,3660000000.0,48.4477270938499,49.3679005929435,-174.75694422757064
-0.091,3340000000.0,48.42669994011561,49.368068659112126,-174.75820603258742
-0.088,5100000000.0,48.4109295748149,49.368194699726295,-174.75915239201126
-0.084,5300000000.0,48.38990242108061,49.36836274186198,-174.76041421212423
-0.081,1350000000.0,48.3741320557799,49.368488764451236,-174.7613605828695
-0.078,724000000.0,48.35836169047919,49.36861477931541,-174.7623069584664
-0.074,5810000000.0,48.337334536744905,49.36878278711739,-174.76356880014222
-0.071,-1300000000.0,48.32156417144419,49.36890878395609,-174.76451518705863
-0.068,1430000000.0,48.30579380614348,49.369034773069444,-174.76546157882586
-0.064,5440000000.0,48.28476665240919,49.369202746536615,-174.76672344206077
-0.061,4520000000.0,48.26899628710848,49.36932871762392,-174.76766984514555
-0.057,3220000000.0,48.24796913337419,49.36949666705607,-174.76893172346962
-0.054,5740000000.0,48.23219876807348,49.369622620116914,-174.76987813787056
-0.051,11800000000.0,48.21642840277276,49.36974856545201,-174.77082455712093
-0.044,15900000000.0,48.179630883737765,49.37004240785555,-174.77303288756235
-0.04,13000000000.0,48.15860373000348,49.370210298914714,-174.77429480252394
-0.037,12300000000.0,48.14283336470277,49.37033620819533,-174.77524124440137
-0.034,10900000000.0,48.12706299940205,49.370462109749774,-174.7761876911268
-0.027,10000000000.0,48.09026548036705,49.37075584999685,-174.77839608567118
-0.017,19300000000.0,48.03769759603134,49.37117540594931,-174.7815509807978
-0.013,20400000000.0,48.016670442297055,49.37134320429194,-174.78281295392628
-0.003,28500000000.0,47.96410255796134,49.371762640051124,-174.78596792443687
0.0,34000000000.0,47.94833219266063,49.371888454037155,-174.7869144260882
0.003,35800000000.0,47.93256182735992,49.37201426029611,-174.78786093258438
0.007,39000000000.0,47.91153467362563,49.372181989954676,-174.789122948782
0.013,42700000000.0,47.8799939430242,49.37243355868496,-174.79101598922574
0.017,51300000000.0,47.858966789289916,49.37260125399986,-174.79227802695232
0.02,51300000000.0,47.843196423989205,49.37272701647062,-174.79322456089793
0.024,54200000000.0,47.82216927025492,49.37289468774431,-174.79448661369258
0.027,59300000000.0,47.8063989049542,49.37302043218395,-174.79543315893858
0.03,58200000000.0,47.79062853965349,49.37314616889585,-174.79637970902715
0.034,50100000000.0,47.7696013859192,49.37331380582399,-174.79764178334443
0.037,54100000000.0,47.75383102061849,49.37343952450421,-174.79858834473143
0.04,55500000000.0,47.73806065531778,49.37356523545641,-174.79953491096018
0.044,54200000000.0,47.717033501583494,49.37373283803794,-174.8007970067964
0.054,78200000000.0,47.66446561724778,49.374151784383386,-174.80395228403907
0.057,83100000000.0,47.64869525194707,49.37427745154226,-174.8048988776997
0.061,91300000000.0,47.62766809821278,49.37444499573199,-174.80616101010952
0.068,117000000000.0,47.590870579177775,49.37473816500277,-174.80836976252968
0.071,123000000000.0,47.575100213877064,49.37486379609475,-174.80931637877518
0.074,123000000000.0,47.559329848576354,49.37498941945791,-174.81026299985962
0.081,134000000000.0,47.522532329541356,49.375282510581656,-174.8124718012065
0.084,135000000000.0,47.50676196424064,49.3754081081815,-174.8134184384188
0.088,129000000000.0,47.48573481050636,49.37557555962486,-174.81468062889397
0.091,126000000000.0,47.46996444520564,49.375701139189935,-174.81562727739413
0.095,130000000000.0,47.44893729147135,49.375868566586625,-174.81688948291884
0.098,128000000000.0,47.43316692617064,49.3759941281165,-174.81783614270546
0.105,120000000000.0,47.396369407135644,49.376287074960295,-174.82004503434965
0.108,117000000000.0,47.38059904183493,49.376412610724906,-174.82099171025743
0.111,118000000000.0,47.36482867653421,49.376538138759784,-174.82193839100105
0.118,129000000000.0,47.32803115749922,49.37683100744733,-174.8241473315406
0.125,121000000000.0,47.29123363846422,49.37712383404941,-174.82635629840385
0.135,103000000000.0,47.238665754128505,49.37754208475941,-174.82951201100855
0.138,104000000000.0,47.22289538882779,49.37766754322331,-174.83045873526308
0.142,99200000000.0,47.20186823509351,49.37783480915002,-174.8317210417875
0.145,96900000000.0,47.186097869792796,49.37796024957604,-174.8326677773193
0.148,104000000000.0,47.17032750449207,49.37808568227144,-174.83361451768377
0.152,104000000000.0,47.14930035075779,49.37825291383969,-174.83487684568686
0.155,98100000000.0,47.13352998545707,49.37837832849661,-174.83582359732668
0.162,93000000000.0,47.09673246642208,49.37867093263138,-174.83803270327635
0.165,88800000000.0,47.08096210112136,49.37879632151837,-174.8389794710214
0.169,87500000000.0,47.05993494738708,49.37896349467479,-174.84024183552967
0.172,88800000000.0,47.04416458208636,49.37908886552235,-174.8411886145467
0.176,85800000000.0,47.02313742835208,49.379256014625916,-174.84245099408338
0.182,72300000000.0,46.99159669775065,49.37950671250986,-174.8443445794885
0.186,74400000000.0,46.97056954401637,49.37967382725128,-174.84560698049117
0.189,71700000000.0,46.954799178715646,49.3797991542871,-174.8465537868773
0.192,66600000000.0,46.939028813414936,49.379924473591196,-174.84750059809247
0.196,64900000000.0,46.918001659680655,49.38009155396938,-174.84876302055739
0.199,64900000000.0,46.90223129437994,49.38021685523248,-174.84970984303925
0.203,73200000000.0,46.88120414064566,49.38038391155576,-174.8509722805255
0.206,73800000000.0,46.86543377534495,49.38050919477748,-174.8519191142727
0.209,74000000000.0,46.84966341004422,49.38063447026706,-174.85286595284748
0.213,74500000000.0,46.82863625630994,49.38080149222525,-174.85412841178965
0.216,81800000000.0,46.812865891009224,49.38092674967285,-174.8550752616278
0.223,69700000000.0,46.77606837197423,49.38121898698008,-174.857284596687
0.226,67800000000.0,46.760298006673516,49.381344218652785,-174.85823146261333
0.229,68800000000.0,46.7445276413728,49.38146944259285,-174.85917833336552
0.233,66800000000.0,46.72350048763851,49.38163639581757,-174.8604408352083
0.236,60800000000.0,46.7077301223378,49.38176160171453,-174.8613877172199
0.243,54600000000.0,46.6709326033028,49.38205371873498,-174.8635971273441
0.246,53600000000.0,46.655162238002085,49.38217889885537,-174.8645440254383
0.25,59300000000.0,46.6341350842678,49.382345793653236,-174.86580656373488
0.253,58600000000.0,46.618364718967086,49.38247095572955,-174.86675347308517
0.256,58600000000.0,46.602594353666376,49.382596110072576,-174.8677003872591
0.26,54500000000.0,46.58156719993209,49.38276297050024,-174.86896294699403
0.263,54700000000.0,46.56579683463138,49.382888106798596,-174.8699098724221
0.267,53800000000.0,46.5447696808971,49.38305494316645,-174.87117244716165
0.27,50400000000.0,46.52899931559637,49.383180061419786,-174.87211938384254
0.273,50300000000.0,46.51322895029566,49.38330517193939,-174.8730663253456
0.277,43900000000.0,46.492201796561375,49.38347197393517,-174.87432892151716
0.28,45300000000.0,46.476431431260664,49.38359706640915,-174.87527587427107
0.284,42300000000.0,46.455404277526384,49.38376384434385,-174.87653848544275
0.287,40400000000.0,46.43963391222566,49.38388891877182,-174.8774854494461
0.29,36200000000.0,46.42386354692495,49.384013985465636,-174.87843241827025
0.294,36400000000.0,46.40283639319066,49.38418072902642,-174.8796950508676
0.297,37600000000.0,46.38706602788995,49.38430577767364,-174.88064203093919
0.3,36900000000.0,46.37129566258924,49.3844308185865,-174.88158901583074
0.304,39600000000.0,46.35026850885495,49.384597527772264,-174.88285166985003
0.307,33800000000.0,46.334498143554235,49.38472255063796,-174.8837986659871
0.311,30200000000.0,46.31347098981995,49.38488923576056,-174.88506133499948
0.314,33800000000.0,46.29770062451924,49.38501424057869,-174.88600834238068
0.317,34200000000.0,46.28193025921853,49.385139237662024,-174.8869553545804
0.321,30700000000.0,46.26090310548424,49.385305888407764,-174.88821804500836
0.324,32400000000.0,46.24513274018353,49.38543086744296,-174.88916506845027
0.327,30600000000.0,46.22936237488281,49.385555838743116,-174.8901120967098
0.334,24200000000.0,46.19256485584781,49.38584740836235,-174.89232184804936
0.337,24700000000.0,46.1767944905471,49.38597235387852,-174.89326889236597
0.341,30000000000.0,46.155767336812815,49.38613893586727,-174.8945316256138
0.344,23700000000.0,46.139996971512105,49.38626386333416,-174.89547868116867
