Time [s],Intensity [W/sr]
0.635,7640000000.0
0.638,9380000000.0
0.641,7580000000.0
0.645,6640000000.0
0.648,4740000000.0
0.651,4480000000.0
0.655,7770000000.0
0.658,8170000000.0
0.662,7840000000.0
0.665,6430000000.0
0.668,4760000000.0
0.672,4590000000.0
0.675,6660000000.0
0.678,5190000000.0
0.682,5900000000.0
0.685,5480000000.0
0.689,7270000000.0
0.692,6550000000.0
0.695,5190000000.0
0.699,5310000000.0
0.702,5230000000.0
0.705,6240000000.0
0.709,4860000000.0
0.712,5860000000.0
0.716,3660000000.0
0.719,3780000000.0
0.722,3790000000.0
0.726,8030000000.0
0.729,6630000000.0
0.732,5960000000.0
0.736,3170000000.0
0.739,4810000000.0
0.743,5510000000.0
0.746,5240000000.0
0.749,5970000000.0
0.753,6010000000.0
0.756,8150000000.0
0.759,2220000000.0
0.763,4720000000.0
0.766,3190000000.0
0.77,3580000000.0
0.773,1790000000.0
0.776,4700000000.0
0.78,3060000000.0
0.783,3810000000.0
0.786,1710000000.0
0.79,3240000000.0
0.793,2410000000.0
0.797,3560000000.0
0.8,6350000000.0
0.803,9850000000.0
0.807,8320000000.0
0.81,10700000000.0
0.813,7730000000.0
0.817,8090000000.0
0.82,7530000000.0
0.824,5290000000.0
0.827,5010000000.0
0.83,2380000000.0
0.834,802000000.0
0.837,3690000000.0
0.84,4910000000.0
0.844,2990000000.0
0.847,3700000000.0
0.851,4580000000.0
0.854,3920000000.0
0.857,1880000000.0
0.861,2220000000.0
0.864,2150000000.0
0.867,1860000000.0
0.871,2910000000.0
0.874,1730000000.0
0.878,1190000000.0
0.881,2820000000.0
0.884,3600000000.0
0.888,2450000000.0
0.891,25900000.0
0.894,3370000000.0
0.898,4600000000.0
0.901,1110000000.0
0.905,2120000000.0
0.908,1760000000.0
0.911,747000000.0
0.915,1890000000.0
0.918,1040000000.0
0.921,973000000.0
0.925,3530000000.0
0.928,446000000.0
0.932,1070000000.0
0.935,2990000000.0
0.938,-1700000000.0
0.942,-28000000.0
0.945,1980000000.0
0.948,1690000000.0
0.952,959000000.0
0.955,1770000000.0
0.959,-910000000.0
0.962,-90100000.0
0.965,-483000000.0
0.969,741000000.0
0.972,129000000.0
0.975,1780000000.0
0.979,1700000000.0
0.982,1890000000.0
0.986,667000000.0
0.989,2070000000.0
0.992,209000000.0
0.996,-571000000.0
0.999,-805000000.0
1.002,60100000.0
1.006,166000000.0
1.009,-945000000.0
1.013,412000000.0
1.016,11100000.0
1.019,-502000000.0
1.023,-519000000.0
1.026,-350000000.0
1.029,-1970000000.0
1.033,215000000.0
1.036,-1230000000.0
1.04,1500000000.0
1.043,-341000000.0
1.046,-815000000.0
1.05,-728000000.0
1.053,889000000.0
1.056,1150000000.0
1.06,-175000000.0
1.063,667000000.0
1.067,-1050000000.0
1.07,1030000000.0
1.073,1320000000.0
1.077,-2010000000.0
1.08,2140000000.0
1.083,-650000000.0
1.087,78300000.0
1.09,-1080000000.0
1.094,1120000000.0
1.097,-447000000.0
1.1,-1080000000.0
1.104,66900000.0
1.107,-104000000.0
1.11,1600000000.0
1.114,314000000.0
1.117,84200000.0
1.121,-2110000000.0
1.124,-1490000000.0
1.127,-197000000.0
1.131,-462000000.0
1.134,-1390000000.0
1.137,-1150000000.0
1.141,902000000.0
1.144,1020000000.0
1.148,-1580000000.0
1.151,2040000000.0
1.154,-446000000.0
1.158,502000000.0
1.161,-1240000000.0
1.164,-2050000000.0
1.168,-1960000000.0
1.171,-1300000000.0
1.175,-429000000.0
1.178,-530000000.0
1.181,278000000.0
1.185,-771000000.0
1.188,761000000.0
1.191,-1320000000.0
1.195,697000000.0
1.198,-1070000000.0
1.201,-2360000000.0
1.205,1610000000.0
1.208,-484000000.0
1.212,-2020000000.0
1.215,934000000.0
1.218,820000000.0
1.222,-1660000000.0
1.225,1310000000.0
1.228,-432000000.0
1.232,1230000000.0
1.235,-953000000.0
1.239,295000000.0
1.242,688000000.0
1.245,-44900000.0
1.249,230000000.0
1.249,230000000.0
