Time [s],Intensity [W/sr]
0.412,3030000000.0
0.415,3690000000.0
0.418,4620000000.0
0.422,4820000000.0
0.425,3770000000.0
0.429,4380000000.0
0.432,2370000000.0
0.435,2940000000.0
0.439,2470000000.0
0.442,4210000000.0
0.446,467000000.0
0.449,3210000000.0
0.452,4060000000.0
0.456,3250000000.0
0.459,4020000000.0
0.462,4000000000.0
0.466,3770000000.0
0.469,3250000000.0
0.473,3500000000.0
0.476,2280000000.0
0.479,794000000.0
0.483,1310000000.0
0.486,1550000000.0
0.489,1660000000.0
0.493,2570000000.0
0.496,3360000000.0
0.5,1290000000.0
0.503,1470000000.0
0.506,2880000000.0
0.51,1960000000.0
0.513,2070000000.0
0.516,2320000000.0
0.52,78800000.0
0.523,516000000.0
0.526,2390000000.0
0.53,534000000.0
0.533,470000000.0
0.537,1660000000.0
0.54,1460000000.0
0.543,1190000000.0
0.547,3580000000.0
0.55,2630000000.0
0.554,1510000000.0
0.557,1870000000.0
0.56,1960000000.0
0.564,-182000000.0
0.567,630000000.0
0.57,523000000.0
0.574,998000000.0
0.581,-819000000.0
0.584,739000000.0
0.587,-202000000.0
0.591,-153000000.0
0.594,2590000000.0
0.597,-243000000.0
0.601,1040000000.0
0.604,145000000.0
0.607,-1010000000.0
0.611,-1280000000.0
0.614,1120000000.0
0.618,221000000.0
0.621,128000000.0
0.624,2010000000.0
0.628,261000000.0
0.631,365000000.0
0.635,1010000000.0
0.638,2640000000.0
0.641,745000000.0
0.645,481000000.0
0.648,978000000.0
0.651,2510000000.0
0.655,2630000000.0
0.658,1190000000.0
0.662,-1180000000.0
0.665,884000000.0
0.668,699000000.0
0.672,1050000000.0
0.675,2740000000.0
0.678,-821000000.0
0.682,740000000.0
0.685,724000000.0
0.688,1270000000.0
0.692,240000000.0
0.695,1060000000.0
0.699,-1110000000.0
0.702,-238000000.0
0.705,50100000.0
0.709,-1100000000.0
0.712,396000000.0
0.716,-1330000000.0
0.719,-1130000000.0
0.722,2110000000.0
0.726,-46500000.0
0.729,-1030000000.0
0.732,477000000.0
0.736,1040000000.0
0.739,903000000.0
0.743,-181000000.0
0.746,-756000000.0
0.749,-214000000.0
0.753,415000000.0
0.756,1590000000.0
0.759,-151000000.0
0.763,-391000000.0
0.766,3180000000.0
0.769,-1500000000.0
0.773,-1210000000.0
0.776,2730000000.0
0.78,1110000000.0
0.783,525000000.0
0.786,-617000000.0
0.79,-10600000.0
0.793,-923000000.0
0.796,-829000000.0
0.8,-328000000.0
0.803,1760000000.0
0.807,-523000000.0
0.81,-1480000000.0
0.813,3110000000.0
0.817,127000000.0
0.82,488000000.0
0.824,-330000000.0
0.827,436000000.0
0.83,386000000.0
0.834,-678000000.0
0.837,1380000000.0
0.84,685000000.0
0.844,1100000000.0
0.847,60100000.0
0.851,1520000000.0
0.854,-176000000.0
0.857,164000000.0
0.861,106000000.0
0.864,-503000000.0
0.867,-1200000000.0
0.871,-50300000.0
0.874,1590000000.0
0.877,336000000.0
0.881,886000000.0
0.884,1510000000.0
0.888,-1240000000.0
0.891,224000000.0
0.894,-466000000.0
0.898,641000000.0
0.901,1000000000.0
0.905,-333000000.0
0.908,115000000.0
0.911,996000000.0
0.915,544000000.0
0.918,-1160000000.0
0.921,-89000000.0
0.925,-56900000.0
0.928,1290000000.0
0.932,-173000000.0
0.935,1080000000.0
0.938,1280000000.0
0.942,486000000.0
0.945,2080000000.0
0.948,1620000000.0
0.952,-1240000000.0
0.955,1250000000.0
0.958,1190000000.0
0.962,450000000.0
0.965,618000000.0
0.969,-1440000000.0
0.972,1100000000.0
0.975,-439000000.0
0.979,-1440000000.0
0.982,-594000000.0
0.989,-2170000000.0
0.992,65400000.0
0.996,-355000000.0
0.999,-2180000000.0
1.002,109000000.0
1.006,141000000.0
1.009,-885000000.0
1.016,1710000000.0
1.019,-2700000000.0
1.023,-459000000.0
1.026,-294000000.0
1.029,-1300000000.0
1.033,325000000.0
1.036,-616000000.0
1.039,140000000.0
1.043,-683000000.0
1.046,-182000000.0
1.05,-1200000000.0
1.053,-344000000.0
1.056,87500000.0
1.06,-2090000000.0
1.063,-1600000000.0
1.067,-878000000.0
1.07,-1510000000.0
1.073,-1220000000.0
1.077,-2800000000.0
1.08,-1060000000.0
1.083,-3080000000.0
1.087,731000000.0
1.09,-1510000000.0
1.094,-853000000.0
1.097,-1040000000.0
1.1,-459000000.0
1.104,265000000.0
1.107,815000000.0
1.11,-653000000.0
1.114,-1360000000.0
1.117,1130000000.0
1.12,699000000.0
1.124,1310000000.0
1.127,856000000.0
1.131,-1750000000.0
1.134,461000000.0
1.137,570000000.0
1.137,570000000.0
