Time [s],Intensity [W/sr]
0.00384336,279000000000.0
0.01453196891964286,266770257981.7358
0.02522057783928572,262000000000.0
0.035909186758928575,262997395952.03583
0.04659779567857143,267343749996.36932
0.05728640459821429,283375434544.9581
0.06797501351785716,298091146229.1764
0.07866362243750001,309084635592.1865
0.08935223135714288,321399306219.0592
0.10004084027678574,335764323609.56854
0.11072944919642859,351924479883.3444
0.12141805811607145,370034289628.7454
0.1321066670357143,387458334283.76013
0.14279527595535715,405844744279.2204
0.153483884875,462734099622.7362
0.16417249379464288,585169012862.2588
0.17486110271428573,704439293426.9369
0.18554971163392858,834991055715.9574
0.19623832055357146,1011137762203.3862
0.2069269294732143,1237490555520.699
0.21761553839285716,1736331034908.8687
0.22830414731250004,2221388895415.119
0.2389927562321429,2675208367230.2793
0.24968136515178574,3135188500592.6694
0.26036997407142864,3754714693426.9487
0.2710585829910715,4493825317120.754
0.28174719191071435,5163717997257.41
0.2924358008303572,5869583359683.879
0.30312440975000005,6549513905646.863
0.31381301866964295,7024810626486.606
0.3245016275892858,7437243587601.001
0.33519023650892865,7907500018911.72
0.3458788454285715,8365652938688.968
0.35656745434821435,8422949502821.713
0.3672560632678572,8298425919562.253
0.37794467218750005,8037017791574.497
0.38863328110714296,7763780340597.712
0.3993218900267858,7494258886409.877
0.41001049894642866,7007130841995.231
0.4206991078660715,6417266917938.461
0.43138771678571436,5848695643661.274
0.4420763257053572,5291445300291.262
0.4527649346250001,4731630414104.985
0.46345354354464297,4469105545995.532
0.4741421524642858,4275418160345.3496
0.48483076138392867,4074600686016.822
0.4955193703035715,3871770826584.3335
0.5062079792232144,3654554397008.9707
0.5168965881428572,3433030304255.0576
0.5275851970625001,3203750002094.7803
0.5382738059821429,2971944434992.1685
0.5489624149017858,2757747382455.615
0.5596510238214286,2643125766985.122
0.5703396327410715,2537773435976.6343
0.5810282416607143,2472578125311.6313
0.5917168505803572,2413229165405.011
0.6024054595,2336736107816.6206
0.6130940684196429,2233315971140.5864
0.6237826773392858,2088437493177.378
0.6344712862589287,1943559021750.2039
0.6451598951785715,1802812498245.178
0.6558485040982144,1672421876915.173
0.6665371130178572,1601015623795.0735
0.6772257219375001,1539618054247.172
0.6879143308571429,1481666666424.622
0.6986029397767858,1423715275239.339
0.7092915486964286,1371293401170.537
0.7199801576160715,1323359374845.6965
0.7306687665357143,1279895834395.302
0.7413573754553572,1236432291006.3396
0.752045984375,1188463541024.241
0.762734593294643,1139505208294.757
0.7734232022142858,1096041664905.7946
0.7841118111339287,1040104165404.0022
0.7948004200535715,989114583609.6667
0.8054890289732144,946955730010.1149
0.8161776378928572,916531249637.8412
0.8268662468125001,890798177017.3257
0.8375548557321429,868858506987.9366
0.8482434646517858,850748697242.5356
0.8589320735714286,824999999690.1833
0.8696206824910715,792220486723.8188
0.8803092914107143,755268230222.5085
0.8909979003303572,721221787901.1549
0.9016865092500002,685991319698.1196
0.912375118169643,651128906443.7483
0.9230637270892859,617653645113.3525
0.9337523360089287,593748697869.5182
0.9444409449285716,564458332707.6487
0.9551295538482144,534938801145.3615
0.9658181627678573,511033853901.5271
0.9765067716875001,487128906657.6929
0.987195380607143,465159722404.3602
0.9978839895267858,445322916315.299
1.0085725984464289,427937500137.96466
1.0192612073660716,413353732413.9766
1.0299498162857146,401583333078.3799
1.0406384252053573,392845052068.7601
1.0513270341250003,380530382276.4817
1.062015643044643,372336805626.65594
1.072704251964286,365812499910.4434
1.0833928608839287,357119791821.77655
1.0940814698035717,346533854024.8436
1.1047700787232146,337089843595.24274
1.1154586876428574,328482639008.9694
1.1261472965625003,314719184535.2465
1.136835905482143,303070312669.05255
1.147524514401786,290180121521.20514
1.1582131233214288,273519097684.59357
1.1689017322410717,265279947838.87195
1.1795903411607145,262426215284.6693
1.1902789500803574,264204861049.7934
1.2009675590000002,270000000000.0
