Time [s],Intensity [W/sr]
-0.007,7570000000.0
-0.003,4490000000.0
-0.0,4490000000.0
0.003,5090000000.0
0.007,4560000000.0
0.01,3460000000.0
0.013,4300000000.0
0.02,7760000000.0
0.024,6980000000.0
0.027,7970000000.0
0.034,6490000000.0
0.037,7650000000.0
0.04,7490000000.0
0.044,9690000000.0
0.047,10100000000.0
0.051,8150000000.0
0.061,9380000000.0
0.064,9640000000.0
0.071,11400000000.0
0.074,9090000000.0
0.078,12000000000.0
0.081,11200000000.0
0.088,12800000000.0
0.091,12900000000.0
0.094,14200000000.0
0.098,14200000000.0
0.101,15200000000.0
0.105,15200000000.0
0.108,18200000000.0
0.111,18500000000.0
0.115,17700000000.0
0.118,18000000000.0
0.121,18600000000.0
0.125,19800000000.0
0.128,19900000000.0
0.132,20800000000.0
0.138,19700000000.0
0.142,21300000000.0
0.145,21000000000.0
0.148,23100000000.0
0.155,23900000000.0
0.159,24900000000.0
0.162,24400000000.0
0.165,25400000000.0
0.169,24600000000.0
0.175,25900000000.0
0.179,27000000000.0
0.182,26200000000.0
0.186,28400000000.0
0.189,27800000000.0
0.192,28800000000.0
0.196,27500000000.0
0.199,28600000000.0
0.202,30400000000.0
0.206,30300000000.0
0.209,32500000000.0
0.213,32200000000.0
0.216,31600000000.0
0.219,35500000000.0
0.223,33800000000.0
0.226,33800000000.0
0.229,38200000000.0
0.233,36400000000.0
0.236,38600000000.0
0.24,39300000000.0
0.243,39500000000.0
0.25,41000000000.0
0.253,42100000000.0
0.256,42300000000.0
0.26,44900000000.0
0.263,45200000000.0
0.267,46100000000.0
0.27,46300000000.0
0.273,50100000000.0
0.277,50500000000.0
0.28,52700000000.0
0.283,51900000000.0
0.29,56300000000.0
0.304,62200000000.0
0.307,66400000000.0
0.31,65400000000.0
0.314,68600000000.0
0.317,67600000000.0
0.321,70600000000.0
0.324,70900000000.0
0.327,72000000000.0
0.331,73600000000.0
0.337,74300000000.0
0.341,79200000000.0
0.344,80500000000.0
0.348,82500000000.0
0.351,83500000000.0
0.354,87300000000.0
0.358,87700000000.0
0.361,87100000000.0
0.364,88800000000.0
0.368,91600000000.0
0.371,96400000000.0
0.375,98300000000.0
0.381,106000000000.0
0.395,110000000000.0
0.398,112000000000.0
0.402,112000000000.0
0.405,116000000000.0
0.408,115000000000.0
0.412,119000000000.0
0.415,120000000000.0
0.418,118000000000.0
0.422,123000000000.0
0.435,136000000000.0
0.442,141000000000.0
0.449,149000000000.0
0.452,151000000000.0
0.472,169000000000.0
0.476,169000000000.0
0.479,174000000000.0
0.483,176000000000.0
0.496,187000000000.0
0.503,197000000000.0
0.506,199000000000.0
0.513,207000000000.0
0.52,210000000000.0
0.526,215000000000.0
0.53,216000000000.0
0.543,236000000000.0
0.547,240000000000.0
0.55,246000000000.0
0.553,251000000000.0
0.557,258000000000.0
0.567,272000000000.0
0.574,281000000000.0
0.577,286000000000.0
0.58,288000000000.0
0.587,296000000000.0
0.594,305000000000.0
0.597,306000000000.0
0.601,309000000000.0
0.604,310000000000.0
0.607,311000000000.0
0.611,314000000000.0
0.614,315000000000.0
0.618,318000000000.0
0.621,323000000000.0
0.624,323000000000.0
0.634,338000000000.0
0.641,344000000000.0
0.645,350000000000.0
0.648,355000000000.0
0.651,356000000000.0
0.658,365000000000.0
0.665,373000000000.0
0.668,376000000000.0
0.672,377000000000.0
0.675,378000000000.0
0.682,386000000000.0
0.685,389000000000.0
0.692,397000000000.0
0.695,399000000000.0
0.699,400000000000.0
0.702,405000000000.0
0.705,404000000000.0
0.709,404000000000.0
0.712,406000000000.0
0.719,405000000000.0
0.722,405000000000.0
0.726,407000000000.0
0.729,404000000000.0
0.732,406000000000.0
0.736,402000000000.0
0.739,399000000000.0
0.742,398000000000.0
0.746,397000000000.0
0.749,397000000000.0
0.753,395000000000.0
0.756,394000000000.0
0.759,392000000000.0
0.763,395000000000.0
0.769,392000000000.0
0.776,387000000000.0
0.78,384000000000.0
0.783,380000000000.0
0.8,371000000000.0
0.803,371000000000.0
0.807,367000000000.0
0.81,367000000000.0
0.813,366000000000.0
0.817,367000000000.0
0.82,369000000000.0
0.823,369000000000.0
0.827,370000000000.0
0.83,369000000000.0
0.834,367000000000.0
0.84,366000000000.0
0.844,364000000000.0
0.847,363000000000.0
0.85,359000000000.0
0.854,359000000000.0
0.857,357000000000.0
0.861,356000000000.0
0.864,354000000000.0
0.867,350000000000.0
0.871,350000000000.0
0.874,349000000000.0
0.877,349000000000.0
0.881,350000000000.0
0.884,347000000000.0
0.891,347000000000.0
0.894,346000000000.0
0.898,345000000000.0
0.901,344000000000.0
0.904,344000000000.0
0.908,344000000000.0
0.911,344000000000.0
0.918,341000000000.0
0.921,341000000000.0
0.925,343000000000.0
0.928,338000000000.0
0.935,340000000000.0
0.938,337000000000.0
0.942,339000000000.0
0.948,333000000000.0
0.952,332000000000.0
0.955,330000000000.0
0.958,329000000000.0
0.962,329000000000.0
0.965,325000000000.0
0.969,327000000000.0
0.972,326000000000.0
0.975,323000000000.0
0.979,321000000000.0
0.982,322000000000.0
0.985,321000000000.0
0.989,319000000000.0
0.996,318000000000.0
0.999,320000000000.0
1.002,320000000000.0
1.006,320000000000.0
1.009,318000000000.0
1.012,319000000000.0
1.016,319000000000.0
1.019,319000000000.0
1.023,320000000000.0
1.029,318000000000.0
1.033,317000000000.0
1.039,317000000000.0
1.043,315000000000.0
1.046,314000000000.0
1.05,311000000000.0
1.056,317000000000.0
1.06,314000000000.0
1.063,312000000000.0
1.066,307000000000.0
1.07,304000000000.0
1.073,304000000000.0
1.077,300000000000.0
1.08,299000000000.0
1.083,296000000000.0
1.087,295000000000.0
1.093,289000000000.0
1.097,287000000000.0
1.104,285000000000.0
1.11,278000000000.0
1.114,277000000000.0
1.117,278000000000.0
1.12,275000000000.0
1.124,270000000000.0
1.127,269000000000.0
1.131,266000000000.0
1.141,254000000000.0
1.144,251000000000.0
1.147,248000000000.0
1.151,245000000000.0
1.154,244000000000.0
1.161,237000000000.0
1.164,229000000000.0
1.171,222000000000.0
1.174,217000000000.0
1.178,217000000000.0
1.181,212000000000.0
1.185,210000000000.0
1.188,205000000000.0
1.191,198000000000.0
1.195,197000000000.0
1.198,189000000000.0
1.201,188000000000.0
1.205,184000000000.0
1.212,173000000000.0
1.215,171000000000.0
1.218,166000000000.0
1.222,160000000000.0
1.228,152000000000.0
1.232,145000000000.0
1.239,138000000000.0
1.242,135000000000.0
1.249,123000000000.0
1.252,120000000000.0
1.255,118000000000.0
1.259,113000000000.0
1.266,108000000000.0
1.269,102000000000.0
1.272,98400000000.0
1.276,97300000000.0
1.289,83100000000.0
1.293,81100000000.0
1.296,80100000000.0
1.299,76500000000.0
1.303,74400000000.0
1.309,68400000000.0
1.313,68500000000.0
1.323,57300000000.0
1.326,56700000000.0
1.33,56800000000.0
1.333,53600000000.0
1.336,52800000000.0
1.34,48900000000.0
1.343,49800000000.0
1.347,49100000000.0
1.35,46000000000.0
1.353,45900000000.0
1.36,41600000000.0
1.363,41200000000.0
1.367,39400000000.0
1.37,38200000000.0
1.374,36200000000.0
1.377,36400000000.0
1.38,32900000000.0
1.384,32400000000.0
1.387,34300000000.0
1.394,31600000000.0
1.397,29600000000.0
1.407,26300000000.0
1.411,25800000000.0
1.414,26400000000.0
1.417,24500000000.0
1.421,23700000000.0
1.424,26500000000.0
1.428,24800000000.0
1.431,21600000000.0
1.434,21900000000.0
1.438,21500000000.0
1.441,21500000000.0
1.444,20300000000.0
1.451,18700000000.0
1.455,17000000000.0
1.458,18600000000.0
1.461,18700000000.0
1.465,17700000000.0
1.468,15500000000.0
1.475,14400000000.0
1.478,17200000000.0
1.482,13300000000.0
1.485,14600000000.0
1.488,14000000000.0
1.495,14000000000.0
1.498,14400000000.0
1.502,13300000000.0
1.505,13300000000.0
1.509,11800000000.0
1.512,12000000000.0
1.515,11500000000.0
1.522,13300000000.0
1.525,10800000000.0
1.532,10400000000.0
1.536,11100000000.0
1.539,8230000000.0
1.542,10100000000.0
1.546,8590000000.0
1.549,10100000000.0
1.552,5530000000.0
1.559,10800000000.0
1.566,8610000000.0
1.573,6530000000.0
1.576,9330000000.0
1.579,8020000000.0
1.583,9400000000.0
1.586,6450000000.0
1.59,7630000000.0
1.593,8170000000.0
1.596,6430000000.0
1.603,6950000000.0
1.606,5320000000.0
1.61,6790000000.0
1.613,5640000000.0
1.617,5350000000.0
1.62,7450000000.0
1.623,7910000000.0
1.627,5420000000.0
1.63,7400000000.0
1.633,5140000000.0
1.637,6150000000.0
1.64,5460000000.0
1.644,6180000000.0
1.65,5420000000.0
1.654,3930000000.0
1.657,3760000000.0
1.66,5290000000.0
1.664,5450000000.0
1.667,4280000000.0
1.671,3960000000.0
1.674,4790000000.0
1.677,3640000000.0
1.681,4570000000.0
1.684,3530000000.0
1.687,6980000000.0
1.691,5870000000.0
1.698,1980000000.0
1.701,1640000000.0
1.704,3190000000.0
1.708,2710000000.0
1.714,3910000000.0
1.718,3090000000.0
1.721,2770000000.0
1.725,677000000.0
1.728,325000000.0
1.735,867000000.0
1.738,-34000000.0
1.741,2060000000.0
1.745,40400000.0
1.748,2250000000.0
1.755,1680000000.0
1.758,1520000000.0
1.762,75600000.0
1.765,-288000000.0
1.768,1180000000.0
1.772,1400000000.0
1.775,3510000000.0
1.779,2090000000.0
1.785,550000000.0
1.789,2370000000.0
1.792,-142000000.0
1.795,-298000000.0
1.802,802000000.0
1.806,2430000000.0
1.809,1720000000.0
1.812,406000000.0
1.816,3320000000.0
1.819,1950000000.0
1.822,1090000000.0
1.826,1710000000.0
1.833,530000000.0
1.836,-530000000.0
1.839,1100000000.0
1.843,1840000000.0
1.846,-736000000.0
1.849,-71100000.0
1.853,1050000000.0
1.856,929000000.0
1.86,220000000.0
1.863,-887000000.0
1.866,181000000.0
1.87,1880000000.0
1.876,195000000.0
1.88,871000000.0
1.883,-1880000000.0
1.887,-418000000.0
1.89,3090000000.0
1.893,1310000000.0
1.897,452000000.0
1.9,2550000000.0
1.903,1780000000.0
1.91,2590000000.0
1.914,1470000000.0
1.917,-1240000000.0
1.924,1180000000.0
1.93,648000000.0
1.934,477000000.0
1.937,-259000000.0
1.941,258000000.0
1.947,-992000000.0
1.954,1000000000.0
1.957,-787000000.0
1.961,-1430000000.0
1.964,-397000000.0
1.971,71200000.0
1.974,-1140000000.0
1.978,1860000000.0
1.981,1810000000.0
1.984,-1810000000.0
1.991,-1020000000.0
1.995,-1770000000.0
1.998,-363000000.0
2.001,-113000000.0
2.005,704000000.0
2.008,-257000000.0
2.015,-685000000.0
2.018,-815000000.0
2.022,-286000000.0
2.025,-556000000.0
2.028,1300000000.0
2.032,-1610000000.0
2.035,-866000000.0
2.038,254000000.0
2.042,2630000000.0
2.045,-470000000.0
2.049,1150000000.0
2.052,-712000000.0
2.059,-491000000.0
2.062,-1250000000.0
2.065,539000000.0
2.069,-183000000.0
2.072,-2040000000.0
2.076,-1120000000.0
2.079,-1870000000.0
2.089,-2290000000.0
2.096,-104000000.0
2.099,-2230000000.0
2.103,-424000000.0
2.106,-2890000000.0
2.109,-1600000000.0
2.119,358000000.0
2.123,-535000000.0
2.13,-1700000000.0
2.133,-592000000.0
2.136,1080000.0
2.14,-2460000000.0
2.143,-1290000000.0
2.146,1020000000.0
2.15,-804000000.0
2.153,-405000000.0
2.157,-1870000000.0
2.16,541000000.0
2.163,-1360000000.0
2.167,-1080000000.0
2.17,52400000.0
2.173,-2330000000.0
2.177,-727000000.0
2.18,-3160000000.0
2.184,-699000000.0
2.187,-2120000000.0
2.19,-1700000000.0
2.197,246000000.0
2.2,52300000.0
2.204,-965000000.0
2.211,-1650000000.0
2.214,-916000000.0
2.221,-1850000000.0
2.224,-34000000.0
2.227,-476000000.0
2.231,-2360000000.0
2.234,-731000000.0
2.238,-545000000.0
2.241,-914000000.0
2.244,-248000000.0
2.251,-1480000000.0
2.254,-121000000.0
2.261,424000000.0
2.265,-367000000.0
2.268,-1960000000.0
2.271,-1290000000.0
2.275,1630000000.0
2.278,-1030000000.0
2.281,-160000000.0
2.292,-629000000.0
2.295,358000000.0
2.298,-186000000.0
2.298,-186000000.0
