Time [s],Intensity [W/sr]
-0.651,-3340000000.0
-0.648,-3140000000.0
-0.645,-1010000000.0
-0.641,-122000000.0
-0.635,-2520000000.0
-0.631,1960000000.0
-0.628,2000000000.0
-0.624,166000000.0
-0.621,-2940000000.0
-0.618,-682000000.0
-0.614,-4860000000.0
-0.611,-24300000.0
-0.608,2210000000.0
-0.601,-2160000000.0
-0.597,1800000000.0
-0.594,3560000000.0
-0.591,2510000000.0
-0.587,7850000000.0
-0.584,5230000000.0
-0.577,-1440000000.0
-0.574,-2470000000.0
-0.57,-1000000000.0
-0.567,3690000000.0
-0.564,2440000000.0
-0.557,6830000000.0
-0.553,4980000000.0
-0.55,7820000000.0
-0.547,3210000000.0
-0.54,-558000000.0
-0.537,-537000000.0
-0.533,2830000000.0
-0.53,397000000.0
-0.527,-252000000.0
-0.523,3830000000.0
-0.52,5210000000.0
-0.516,619000000.0
-0.513,3030000000.0
-0.51,4260000000.0
-0.506,-203000000.0
-0.503,10300000000.0
-0.5,14100000000.0
-0.496,4500000000.0
-0.493,-1490000000.0
-0.486,4820000000.0
-0.483,2060000000.0
-0.479,1940000000.0
-0.476,4130000000.0
-0.469,-397000000.0
-0.466,-106000000.0
-0.462,5580000000.0
-0.456,1820000000.0
-0.452,2520000000.0
-0.449,754000000.0
-0.445,4750000000.0
-0.442,3690000000.0
-0.439,3290000000.0
-0.435,3320000000.0
-0.432,2140000000.0
-0.429,6160000000.0
-0.425,6130000000.0
-0.422,2400000000.0
-0.415,1040000000.0
-0.412,5640000000.0
-0.408,4500000000.0
-0.405,6180000000.0
-0.402,8990000000.0
-0.398,8150000000.0
-0.395,5300000000.0
-0.392,338000000.0
-0.388,4830000000.0
-0.385,3880000000.0
-0.381,6840000000.0
-0.378,4330000000.0
-0.375,145000000.0
-0.371,-2120000000.0
-0.368,-122000000.0
-0.364,4970000000.0
-0.361,4020000000.0
-0.358,208000000.0
-0.354,1250000000.0
-0.351,-710000000.0
-0.348,-1490000000.0
-0.344,2970000000.0
-0.341,29900000.0
-0.337,-650000000.0
-0.334,5150000000.0
-0.331,2580000000.0
-0.327,2160000000.0
-0.324,2290000000.0
-0.321,2730000000.0
-0.317,843000000.0
-0.314,3940000000.0
-0.311,1980000000.0
-0.307,4970000000.0
-0.304,5220000000.0
-0.3,3370000000.0
-0.297,4310000000.0
-0.294,-15600000.0
-0.29,2970000000.0
-0.287,1660000000.0
-0.284,2760000000.0
-0.28,1290000000.0
-0.277,3150000000.0
-0.273,614000000.0
-0.27,290000000.0
-0.267,3030000000.0
-0.263,2210000000.0
-0.26,-2980000000.0
-0.253,1490000000.0
-0.25,-1350000000.0
-0.246,56100000.0
-0.243,-215000000.0
-0.24,4020000000.0
-0.233,710000000.0
-0.229,1850000000.0
-0.226,2500000000.0
-0.223,2830000000.0
-0.219,6340000000.0
-0.216,6950000000.0
-0.213,5120000000.0
-0.209,4520000000.0
-0.206,126000000.0
-0.203,2860000000.0
-0.199,3170000000.0
-0.196,-2020000000.0
-0.189,2660000000.0
-0.186,1030000000.0
-0.182,1600000000.0
-0.179,934000000.0
-0.176,-542000000.0
-0.172,1500000000.0
-0.169,5440000000.0
-0.165,1200000000.0
-0.162,2320000000.0
-0.159,5500000000.0
-0.155,2780000000.0
-0.148,264000000.0
-0.145,1110000000.0
-0.142,4650000000.0
-0.138,2490000000.0
-0.135,3280000000.0
-0.132,1620000000.0
-0.128,-1210000000.0
-0.111,7720000000.0
-0.108,7300000000.0
-0.105,7840000000.0
-0.098,1150000000.0
-0.095,3660000000.0
-0.091,3340000000.0
-0.088,5100000000.0
-0.084,5300000000.0
-0.081,1350000000.0
-0.078,724000000.0
-0.074,5810000000.0
-0.071,-1300000000.0
-0.068,1430000000.0
-0.064,5440000000.0
-0.061,4520000000.0
-0.057,3220000000.0
-0.054,5740000000.0
-0.051,11800000000.0
-0.044,15900000000.0
-0.04,13000000000.0
-0.037,12300000000.0
-0.034,10900000000.0
-0.027,10000000000.0
-0.017,19300000000.0
-0.013,20400000000.0
-0.003,28500000000.0
0.0,34000000000.0
0.003,35800000000.0
0.007,39000000000.0
0.013,42700000000.0
0.017,51300000000.0
0.02,51300000000.0
0.024,54200000000.0
0.027,59300000000.0
0.03,58200000000.0
0.034,50100000000.0
0.037,54100000000.0
0.04,55500000000.0
0.044,54200000000.0
0.054,78200000000.0
0.057,83100000000.0
0.061,91300000000.0
0.068,117000000000.0
0.071,123000000000.0
0.074,123000000000.0
0.081,134000000000.0
0.084,135000000000.0
0.088,129000000000.0
0.091,126000000000.0
0.095,130000000000.0
0.098,128000000000.0
0.105,120000000000.0
0.108,117000000000.0
0.111,118000000000.0
0.118,129000000000.0
0.125,121000000000.0
0.135,103000000000.0
0.138,104000000000.0
0.142,99200000000.0
0.145,96900000000.0
0.148,104000000000.0
0.152,104000000000.0
0.155,98100000000.0
0.162,93000000000.0
0.165,88800000000.0
0.169,87500000000.0
0.172,88800000000.0
0.176,85800000000.0
0.182,72300000000.0
0.186,74400000000.0
0.189,71700000000.0
0.192,66600000000.0
0.196,64900000000.0
0.199,64900000000.0
0.203,73200000000.0
0.206,73800000000.0
0.209,74000000000.0
0.213,74500000000.0
0.216,81800000000.0
0.223,69700000000.0
0.226,67800000000.0
0.229,68800000000.0
0.233,66800000000.0
0.236,60800000000.0
0.243,54600000000.0
0.246,53600000000.0
0.25,59300000000.0
0.253,58600000000.0
0.256,58600000000.0
0.26,54500000000.0
0.263,54700000000.0
0.267,53800000000.0
0.27,50400000000.0
0.273,50300000000.0
0.277,43900000000.0
0.28,45300000000.0
0.284,42300000000.0
0.287,40400000000.0
0.29,36200000000.0
0.294,36400000000.0
0.297,37600000000.0
0.3,36900000000.0
0.304,39600000000.0
0.307,33800000000.0
0.311,30200000000.0
0.314,33800000000.0
0.317,34200000000.0
0.321,30700000000.0
0.324,32400000000.0
0.327,30600000000.0
0.334,24200000000.0
0.337,24700000000.0
0.341,30000000000.0
0.344,23700000000.0
0.348,22800000000.0
0.358,31300000000.0
0.361,23100000000.0
0.368,26000000000.0
0.371,28400000000.0
0.375,27400000000.0
0.378,28100000000.0
0.381,30200000000.0
0.385,26300000000.0
0.388,28700000000.0
0.392,26800000000.0
0.395,19400000000.0
0.398,17500000000.0
0.402,16800000000.0
0.405,19600000000.0
0.408,18200000000.0
0.412,15500000000.0
0.415,16400000000.0
0.419,18900000000.0
0.422,16400000000.0
0.425,16100000000.0
0.429,16100000000.0
0.442,23600000000.0
0.445,26600000000.0
0.449,26100000000.0
0.452,23100000000.0
0.456,19000000000.0
0.462,16000000000.0
0.466,17700000000.0
0.469,23200000000.0
0.472,18400000000.0
0.476,18700000000.0
0.479,23800000000.0
0.483,21600000000.0
0.486,22300000000.0
0.489,20700000000.0
0.493,21100000000.0
0.5,25700000000.0
0.503,24100000000.0
0.506,23800000000.0
0.51,25800000000.0
0.523,18900000000.0
0.527,25500000000.0
0.53,27600000000.0
0.533,24500000000.0
0.537,24300000000.0
0.54,22100000000.0
0.543,21100000000.0
0.55,23900000000.0
0.553,23600000000.0
0.557,21700000000.0
0.56,24600000000.0
0.564,23700000000.0
0.567,26200000000.0
0.574,24100000000.0
0.577,26000000000.0
0.58,26600000000.0
0.584,34800000000.0
0.587,34600000000.0
0.594,43000000000.0
0.608,83600000000.0
0.611,86900000000.0
0.614,95000000000.0
0.618,94200000000.0
0.621,94200000000.0
0.624,88700000000.0
0.628,91500000000.0
0.631,90500000000.0
0.635,90600000000.0
0.638,91400000000.0
0.641,90100000000.0
0.648,91200000000.0
0.651,90500000000.0
0.661,106000000000.0
0.675,138000000000.0
0.678,134000000000.0
0.682,134000000000.0
0.688,133000000000.0
0.692,137000000000.0
0.695,137000000000.0
0.702,130000000000.0
0.705,125000000000.0
0.709,125000000000.0
0.712,122000000000.0
0.716,116000000000.0
0.722,125000000000.0
0.726,115000000000.0
0.729,113000000000.0
0.732,114000000000.0
0.736,109000000000.0
0.739,108000000000.0
0.753,89300000000.0
0.759,86400000000.0
0.763,88300000000.0
0.766,91000000000.0
0.769,89800000000.0
0.773,83800000000.0
0.776,83000000000.0
0.783,75300000000.0
0.786,76500000000.0
0.793,73300000000.0
0.796,74200000000.0
0.8,69700000000.0
0.803,67100000000.0
0.807,68600000000.0
0.81,67200000000.0
0.813,66900000000.0
0.817,61800000000.0
0.82,59400000000.0
0.824,63900000000.0
0.827,60500000000.0
0.83,62000000000.0
0.834,57100000000.0
0.837,58600000000.0
0.847,71400000000.0
0.851,71200000000.0
0.864,103000000000.0
0.867,99300000000.0
0.871,102000000000.0
0.874,103000000000.0
0.884,88400000000.0
0.888,87800000000.0
0.891,89900000000.0
0.894,96000000000.0
0.898,95500000000.0
0.901,92300000000.0
0.904,84000000000.0
0.908,79900000000.0
0.911,80100000000.0
0.915,79900000000.0
0.918,80900000000.0
0.921,80800000000.0
0.925,79400000000.0
0.928,78700000000.0
0.932,76000000000.0
0.935,72100000000.0
0.938,72000000000.0
0.942,68900000000.0
0.945,72600000000.0
0.948,68400000000.0
0.959,63300000000.0
0.962,63600000000.0
0.965,57000000000.0
0.975,62900000000.0
0.982,59300000000.0
0.985,62800000000.0
0.992,60900000000.0
0.996,62900000000.0
0.999,59500000000.0
1.002,58600000000.0
1.012,79100000000.0
1.016,79900000000.0
1.019,84500000000.0
1.023,84200000000.0
1.026,75500000000.0
1.029,74000000000.0
1.033,69700000000.0
1.036,67900000000.0
1.04,69900000000.0
1.043,65400000000.0
1.046,65300000000.0
1.05,63000000000.0
1.053,63000000000.0
1.056,68000000000.0
1.06,69400000000.0
1.063,68300000000.0
1.067,69400000000.0
1.07,75100000000.0
1.073,77000000000.0
1.077,77300000000.0
1.08,76300000000.0
1.087,64100000000.0
1.09,67100000000.0
1.093,67700000000.0
1.1,60000000000.0
1.104,52200000000.0
1.107,52000000000.0
1.11,49100000000.0
1.114,42300000000.0
1.117,43700000000.0
1.12,48800000000.0
1.127,52300000000.0
1.131,55800000000.0
1.134,55800000000.0
1.148,39900000000.0
1.151,40500000000.0
1.154,40600000000.0
1.158,38800000000.0
1.161,40600000000.0
1.164,37800000000.0
1.168,37300000000.0
1.171,37600000000.0
1.175,33900000000.0
1.178,35800000000.0
1.181,33600000000.0
1.188,24500000000.0
1.191,24900000000.0
1.195,26500000000.0
1.198,25900000000.0
1.201,24400000000.0
1.205,28000000000.0
1.208,21900000000.0
1.212,24100000000.0
1.215,23500000000.0
1.218,21400000000.0
1.222,22600000000.0
1.225,20100000000.0
1.228,24600000000.0
1.232,23800000000.0
1.235,19800000000.0
1.239,23700000000.0
1.242,21700000000.0
1.245,24900000000.0
1.249,27000000000.0
1.256,21400000000.0
1.259,21500000000.0
1.262,16400000000.0
1.266,15900000000.0
1.269,14800000000.0
1.272,10400000000.0
1.276,9800000000.0
1.279,8630000000.0
1.283,11100000000.0
1.286,17800000000.0
1.289,15500000000.0
1.296,22700000000.0
1.303,13800000000.0
1.306,14700000000.0
1.309,12200000000.0
1.313,13700000000.0
1.316,16900000000.0
1.32,17700000000.0
1.326,18400000000.0
1.333,16000000000.0
1.336,11700000000.0
1.34,13400000000.0
1.343,15800000000.0
1.347,10200000000.0
1.35,7680000000.0
1.353,7050000000.0
1.357,7660000000.0
1.364,17200000000.0
1.37,8700000000.0
1.374,11600000000.0
1.377,11200000000.0
1.38,12400000000.0
1.384,17200000000.0
1.387,15500000000.0
1.391,15700000000.0
1.394,15400000000.0
1.397,10900000000.0
1.401,8730000000.0
1.404,8770000000.0
1.407,6690000000.0
1.411,6220000000.0
1.414,8880000000.0
1.428,11500000000.0
1.431,11600000000.0
1.434,8510000000.0
1.438,9510000000.0
1.441,13700000000.0
1.448,1770000000.0
1.451,2130000000.0
1.455,-1870000000.0
1.458,140000000.0
1.461,873000000.0
1.465,789000000.0
1.468,3650000000.0
1.472,2660000000.0
1.475,479000000.0
1.478,2120000000.0
1.482,2450000000.0
1.485,7450000000.0
1.488,6550000000.0
1.492,-1130000000.0
1.495,1540000000.0
1.499,2760000000.0
1.505,855000000.0
1.509,5530000000.0
1.512,5340000000.0
1.515,7530000000.0
1.519,4860000000.0
1.522,4120000000.0
1.525,-849000000.0
1.529,-45300000.0
1.532,2720000000.0
1.536,-311000000.0
1.539,-1540000000.0
1.542,-3520000000.0
1.546,-1740000000.0
1.549,-8330000000.0
1.556,1220000000.0
1.559,3110000000.0
1.563,3770000000.0
1.566,-1210000000.0
1.573,4150000000.0
1.576,5370000000.0
1.58,7100000000.0
1.583,6180000000.0
1.586,-363000000.0
1.59,-449000000.0
1.593,2390000000.0
1.596,-2080000000.0
1.6,-3780000000.0
1.603,-2740000000.0
1.607,-4130000000.0
1.61,539000000.0
1.613,1260000000.0
1.617,1310000000.0
1.62,3020000000.0
1.623,3720000000.0
1.63,2070000000.0
1.633,3770000000.0
1.637,4160000000.0
1.64,327000000.0
1.644,1350000000.0
1.647,1690000000.0
1.65,2520000000.0
1.654,1730000000.0
1.657,1980000000.0
1.66,1570000000.0
1.664,3220000000.0
1.667,-979000000.0
1.671,4320000000.0
1.674,542000000.0
1.677,1680000000.0
1.681,2100000000.0
1.684,4080000000.0
1.688,175000000.0
1.691,1960000000.0
1.694,4730000000.0
1.698,6240000000.0
1.701,250000000.0
1.704,1780000000.0
1.708,1630000000.0
1.711,6080000000.0
1.715,7220000000.0
1.718,5650000000.0
1.721,7500000000.0
1.725,5090000000.0
1.728,4130000000.0
1.731,4160000000.0
1.735,4850000000.0
1.741,2840000000.0
1.745,7040000000.0
1.748,7290000000.0
1.752,3360000000.0
1.755,6000000000.0
1.758,3940000000.0
1.762,3440000000.0
1.765,1980000000.0
1.768,2680000000.0
1.772,4320000000.0
1.775,6630000000.0
1.779,7240000000.0
1.782,2380000000.0
1.785,3860000000.0
1.789,2870000000.0
1.792,3370000000.0
1.796,4760000000.0
1.802,5170000000.0
1.806,3750000000.0
1.809,4770000000.0
1.812,7100000000.0
1.816,3900000000.0
1.819,4030000000.0
1.823,5450000000.0
1.826,5200000000.0
1.829,5570000000.0
1.833,5480000000.0
1.839,6720000000.0
1.843,1770000000.0
1.849,2930000000.0
1.853,944000000.0
1.856,2820000000.0
1.86,477000000.0
1.866,5140000000.0
1.87,1670000000.0
1.873,390000000.0
1.876,518000000.0
1.883,4170000000.0
1.887,2580000000.0
1.89,-641000000.0
1.893,4940000000.0
1.897,2420000000.0
1.9,1530000000.0
1.904,1250000000.0
1.907,-1580000.0
1.91,364000000.0
1.914,1040000000.0
1.917,310000000.0
1.92,558000000.0
1.924,1540000000.0
1.927,4880000000.0
1.931,5510000000.0
1.934,3610000000.0
1.937,3610000000.0
1.941,1830000000.0
1.944,2180000000.0
1.951,6090000000.0
1.954,3650000000.0
1.957,2130000000.0
1.961,5800000000.0
1.968,5390000000.0
1.971,2690000000.0
1.974,3300000000.0
1.978,3340000000.0
1.981,5440000000.0
1.984,5800000000.0
1.988,8380000000.0
1.991,1230000000.0
1.995,750000000.0
1.998,1180000000.0
2.001,6630000000.0
2.005,2120000000.0
2.008,2940000000.0
2.012,2040000000.0
2.015,-822000000.0
2.018,268000000.0
2.022,-1960000000.0
2.025,-699000000.0
2.028,5180000000.0
2.032,1170000000.0
2.035,1340000000.0
2.039,-545000000.0
2.042,241000000.0
2.045,-577000000.0
2.049,6880000000.0
2.052,2310000000.0
2.055,3720000000.0
2.059,4580000000.0
2.062,4440000000.0
2.065,3730000000.0
2.069,4300000000.0
2.072,6590000000.0
2.079,2690000000.0
2.086,6830000000.0
2.089,3270000000.0
2.092,-1580000000.0
2.096,-360000000.0
2.099,3290000000.0
2.103,-1050000000.0
2.106,4620000000.0
2.109,5190000000.0
2.113,5240000000.0
2.12,6500000000.0
2.123,5630000000.0
2.126,7040000000.0
2.13,6710000000.0
2.133,-729000000.0
2.136,5340000000.0
2.14,7610000000.0
2.143,8620000000.0
2.147,9140000000.0
2.15,5690000000.0
2.153,7380000000.0
2.157,3610000000.0
2.16,3100000000.0
2.163,3450000000.0
2.167,934000000.0
2.173,5760000000.0
2.177,3230000000.0
2.18,3360000000.0
2.187,-2370000000.0
2.19,-1570000000.0
2.194,5420000000.0
2.197,6170000000.0
2.2,846000000.0
2.204,1300000000.0
2.207,3790000000.0
2.211,3500000000.0
2.214,1010000000.0
2.217,710000000.0
2.221,2020000000.0
2.224,280000000.0
2.228,-778000000.0
2.231,4920000000.0
2.234,3620000000.0
2.238,1580000000.0
2.244,8130000000.0
2.248,5450000000.0
2.251,5270000000.0
2.255,9950000000.0
2.258,5680000000.0
2.261,5350000000.0
2.265,1790000000.0
2.268,390000000.0
2.271,364000000.0
2.275,3420000000.0
2.278,4830000000.0
2.281,-213000000.0
2.285,399000000.0
2.288,-797000000.0
2.292,708000000.0
2.295,-4850000000.0
2.298,-5650000000.0
2.308,7310000000.0
2.312,3070000000.0
2.315,839000000.0
2.319,-585000000.0
2.322,-208000000.0
2.325,-2460000000.0
2.329,-1380000000.0
2.332,-1290000000.0
2.336,-2940000000.0
2.339,-3020000000.0
2.342,-117000000.0
2.346,-778000000.0
2.349,1470000000.0
2.352,1350000000.0
2.356,-790000000.0
2.359,3930000000.0
2.363,2250000000.0
2.366,-970000000.0
2.369,133000000.0
2.373,4810000000.0
2.376,2420000000.0
2.379,-3800000000.0
2.383,-3300000000.0
2.386,-6370000000.0
2.393,-99500000.0
2.396,-2270000000.0
2.4,-1350000000.0
2.403,-4040000000.0
2.406,-3580000000.0
2.41,2270000000.0
2.416,-3540000000.0
2.42,-5140000000.0
2.427,-446000000.0
2.433,6460000000.0
2.437,2070000000.0
2.44,-4640000000.0
2.447,2560000000.0
2.45,-2340000000.0
2.454,-4390000000.0
2.457,-1450000000.0
2.46,-3060000000.0
2.464,2080000000.0
2.467,1430000000.0
2.471,3920000000.0
2.474,2700000000.0
2.477,2380000000.0
2.481,895000000.0
2.484,642000000.0
2.487,-6250000000.0
2.491,-4130000000.0
2.497,2300000000.0
2.501,121000000.0
2.504,1670000000.0
2.508,4370000000.0
2.511,5470000000.0
2.514,-1380000000.0
2.518,-2480000000.0
2.524,2740000000.0
2.531,-1170000000.0
2.535,-134000000.0
2.538,3290000000.0
2.541,1950000000.0
2.545,3210000000.0
2.548,2830000000.0
2.552,-2450000000.0
2.555,-3470000000.0
2.558,-788000000.0
2.562,-7020000000.0
2.565,-2430000000.0
2.568,-360000000.0
2.572,-3530000000.0
2.575,-4990000000.0
2.579,-4700000000.0
2.585,222000000.0
2.589,1190000000.0
2.592,82300000.0
2.595,3180000000.0
2.599,3510000000.0
2.602,2120000000.0
2.605,2520000000.0
2.609,4640000000.0
2.612,-418000000.0
2.616,-7340000000.0
2.619,631000000.0
2.622,3140000000.0
2.626,3070000000.0
2.629,775000000.0
2.632,1090000000.0
2.636,5750000000.0
2.639,4660000000.0
2.643,1550000000.0
2.646,3330000000.0
2.649,3790000000.0
2.653,290000000.0
2.656,-802000000.0
2.66,4780000000.0
2.663,2640000000.0
2.666,1620000000.0
2.67,4390000000.0
2.673,2310000000.0
2.68,6570000000.0
2.683,6020000000.0
2.687,2290000000.0
2.69,754000000.0
2.693,2470000000.0
2.697,1800000000.0
2.7,3290000000.0
2.703,3560000000.0
2.707,6150000000.0
2.71,1610000000.0
2.713,-1010000000.0
2.717,64900000.0
2.72,3580000000.0
2.724,1040000000.0
2.727,-183000000.0
2.73,-806000000.0
2.734,1740000000.0
2.737,932000000.0
2.74,-1740000000.0
2.744,780000000.0
2.751,-2190000000.0
2.754,3950000000.0
2.757,2300000000.0
2.761,-4650000000.0
2.764,1020000000.0
2.768,1620000000.0
2.771,5220000000.0
2.774,5430000000.0
2.778,7920000000.0
2.781,5550000000.0
2.784,533000000.0
2.788,-1350000000.0
2.791,878000000.0
2.795,2160000000.0
2.798,-2020000000.0
2.801,-2570000000.0
2.805,-2770000000.0
2.808,-2420000000.0
2.815,-3760000000.0
2.818,240000000.0
2.821,1150000000.0
2.825,56100000.0
2.828,649000000.0
2.832,-738000000.0
2.835,-944000000.0
2.838,1380000000.0
2.842,2180000000.0
2.845,859000000.0
2.848,-2330000000.0
2.852,-192000000.0
2.855,729000000.0
2.859,827000000.0
2.862,2340000000.0
2.865,4660000000.0
2.869,318000000.0
2.872,944000000.0
2.876,2460000000.0
2.879,439000000.0
2.882,-668000000.0
2.886,4120000000.0
2.889,3390000000.0
2.892,-393000000.0
2.896,1920000000.0
2.899,-849000000.0
2.899,-849000000.0
